10	0.534	1.255	4.700	-0.000
20	0.534	1.255	4.775	0.394
30	0.534	1.254	4.750	0.351
40	0.531	1.255	4.750	0.394
50	0.533	1.251	4.700	0.530
60	0.532	1.253	4.725	0.613
70	0.531	1.251	4.700	0.681
80	0.532	1.251	4.700	0.749
90	0.535	1.247	4.700	0.779
100	0.533	1.244	4.750	0.770
110	0.535	1.255	4.750	0.757
120	0.531	1.255	4.750	0.790
130	0.532	1.251	4.750	0.763
140	0.533	1.252	4.750	0.772
150	0.529	1.245	4.750	0.761
160	0.528	1.250	4.750	0.770
170	0.531	1.242	4.725	0.773
180	0.529	1.244	4.725	0.766
190	0.527	1.246	4.750	0.758
200	0.527	1.247	4.750	0.747
210	0.528	1.248	4.750	0.756
220	0.526	1.247	4.750	0.760
230	0.529	1.244	4.800	0.752
240	0.527	1.246	4.800	0.764
250	0.527	1.245	4.800	0.758
260	0.526	1.248	4.800	0.762
270	0.525	1.243	4.800	0.759
280	0.526	1.246	4.800	0.759
290	0.527	1.250	4.800	0.761
300	0.527	1.249	4.800	0.766
310	0.525	1.243	4.800	0.774
320	0.526	1.249	4.800	0.782
330	0.525	1.251	4.800	0.790
340	0.529	1.258	4.825	0.790
350	0.533	1.250	4.800	0.786
360	0.528	1.247	4.800	0.794
370	0.530	1.248	4.800	0.804
380	0.533	1.252	4.800	0.816
390	0.531	1.255	4.800	0.819
400	0.530	1.245	4.825	0.823
410	0.530	1.243	4.825	0.850
420	0.530	1.243	4.825	0.862
430	0.529	1.242	4.800	0.866
440	0.531	1.245	4.825	0.876
450	0.531	1.246	4.825	0.891
460	0.532	1.246	4.800	0.909
470	0.532	1.252	4.800	0.915
480	0.529	1.251	4.825	0.921
490	0.528	1.244	4.825	0.935
500	0.531	1.243	4.825	0.957
510	0.529	1.243	4.825	0.974
520	0.527	1.243	4.825	0.985
530	0.530	1.240	4.825	0.992
540	0.530	1.247	4.825	1.002
550	0.528	1.248	4.825	1.003
560	0.528	1.244	4.825	1.000
570	0.530	1.250	4.825	0.999
580	0.530	1.248	4.825	1.008
590	0.530	1.244	4.775	1.015
600	0.531	1.250	4.775	1.023
610	0.528	1.251	4.750	1.026
620	0.534	1.243	4.775	1.022
630	0.534	1.250	4.775	1.024
640	0.530	1.246	4.775	1.026
650	0.530	1.250	4.775	1.032
660	0.531	1.255	4.750	1.031
670	0.528	1.249	4.750	1.031
680	0.530	1.258	4.750	1.039
690	0.533	1.247	4.750	1.038
700	0.529	1.254	4.750	1.039
710	0.529	1.252	4.775	1.039
720	0.531	1.242	4.775	1.042
730	0.531	1.246	4.775	1.038
740	0.532	1.250	4.775	1.045
750	0.532	1.249	4.775	1.046
760	0.530	1.250	4.775	1.050
770	0.528	1.242	4.750	1.053
780	0.529	1.250	4.750	1.059
790	0.532	1.254	4.750	1.067
800	0.532	1.251	4.750	1.073
810	0.528	1.242	4.750	1.079
820	0.527	1.245	4.750	1.090
830	0.528	1.245	4.750	1.091
840	0.527	1.248	4.750	1.097
850	0.526	1.244	4.750	1.105
860	0.529	1.249	4.750	1.114
870	0.529	1.245	4.750	1.119
880	0.528	1.250	4.750	1.126
890	0.531	1.248	4.750	1.127
900	0.528	1.245	4.750	1.130
910	0.527	1.247	4.750	1.130
920	0.526	1.246	4.750	1.137
930	0.525	1.249	4.750	1.143
940	0.528	1.253	4.750	1.150
950	0.528	1.253	4.750	1.160
960	0.529	1.249	4.750	1.165
970	0.528	1.252	4.750	1.173
980	0.526	1.252	4.750	1.178
990	0.529	1.252	4.750	1.188
1000	0.530	1.255	4.750	1.200
1010	0.527	1.251	4.700	1.204
1020	0.528	1.249	4.700	1.215
1030	0.530	1.252	4.750	1.223
1040	0.528	1.255	4.750	1.230
1050	0.527	1.257	4.750	1.233
1060	0.526	1.249	4.750	1.236
1070	0.527	1.251	4.750	1.239
1080	0.527	1.250	4.750	1.235
1090	0.527	1.246	4.750	1.234
1100	0.528	1.257	4.750	1.230
1110	0.528	1.254	4.750	1.226
1120	0.527	1.249	4.750	1.225
1130	0.527	1.242	4.750	1.225
1140	0.526	1.246	4.750	1.228
1150	0.527	1.251	4.750	1.225
1160	0.528	1.251	4.750	1.225
1170	0.528	1.251	4.750	1.231
1180	0.528	1.247	4.750	1.236
1190	0.528	1.250	4.750	1.238
1200	0.529	1.249	4.750	1.242
1210	0.528	1.246	4.750	1.245
1220	0.530	1.253	4.750	1.249
1230	0.531	1.258	4.750	1.253
1240	0.527	1.254	4.750	1.255
1250	0.528	1.257	4.750	1.260
1260	0.529	1.249	4.750	1.265
1270	0.526	1.252	4.750	1.265
1280	0.528	1.247	4.750	1.267
1290	0.529	1.258	4.750	1.268
1300	0.529	1.252	4.750	1.268
1310	0.530	1.254	4.750	1.270
1320	0.527	1.251	4.750	1.272
1330	0.529	1.252	4.750	1.273
1340	0.528	1.244	4.750	1.280
1350	0.525	1.249	4.750	1.284
1360	0.526	1.246	4.750	1.285
1370	0.529	1.249	4.750	1.288
1380	0.528	1.251	4.750	1.291
1390	0.528	1.253	4.750	1.298
1400	0.531	1.255	4.750	1.300
1410	0.529	1.248	4.750	1.305
1420	0.528	1.250	4.750	1.311
1430	0.533	1.254	4.750	1.316
1440	0.533	1.254	4.750	1.322
1450	0.532	1.250	4.750	1.329
1460	0.530	1.250	4.750	1.336
