10	0.501	1.237	4.800	-0.000
20	0.499	1.234	4.800	0.075
30	0.501	1.241	4.800	0.134
40	0.503	1.244	4.675	0.260
50	0.498	1.247	4.725	0.357
60	0.498	1.243	4.675	0.346
70	0.498	1.234	4.775	0.373
80	0.500	1.240	4.800	0.419
90	0.500	1.244	4.800	0.408
100	0.499	1.247	5.100	0.462
110	0.498	1.242	4.850	0.501
120	0.499	1.246	5.075	0.515
130	0.497	1.234	5.200	0.525
140	0.496	1.238	4.900	0.532
150	0.495	1.241	5.025	0.537
160	0.499	1.245	5.025	0.536
170	0.499	1.251	4.975	0.531
180	0.501	1.245	4.975	0.529
190	0.502	1.242	4.950	0.526
200	0.499	1.246	4.975	0.541
210	0.498	1.240	4.975	0.536
220	0.502	1.243	4.975	0.537
230	0.498	1.248	4.975	0.534
240	0.498	1.251	4.975	0.536
250	0.500	1.244	4.975	0.529
260	0.496	1.249	4.850	0.525
270	0.494	1.239	4.850	0.519
280	0.497	1.240	4.850	0.513
290	0.498	1.238	4.850	0.507
300	0.500	1.239	4.850	0.501
310	0.496	1.248	4.850	0.498
320	0.498	1.241	4.850	0.494
330	0.499	1.236	4.850	0.492
340	0.494	1.239	4.850	0.492
350	0.497	1.237	4.850	0.497
360	0.498	1.237	4.850	0.498
370	0.496	1.251	4.850	0.505
380	0.499	1.243	4.850	0.510
390	0.500	1.243	4.850	0.518
400	0.495	1.247	4.850	0.520
410	0.500	1.245	4.850	0.522
420	0.501	1.244	4.850	0.520
430	0.498	1.239	4.850	0.518
440	0.498	1.237	4.850	0.517
450	0.496	1.242	4.850	0.514
460	0.499	1.239	4.850	0.519
470	0.501	1.250	4.850	0.517
480	0.496	1.250	4.850	0.513
490	0.500	1.248	4.850	0.511
500	0.500	1.238	4.850	0.514
510	0.498	1.237	4.850	0.513
520	0.497	1.238	4.850	0.512
530	0.499	1.237	4.850	0.518
540	0.497	1.234	4.850	0.521
550	0.497	1.240	4.850	0.524
560	0.497	1.241	4.850	0.528
570	0.499	1.236	4.850	0.529
580	0.498	1.245	4.850	0.530
590	0.496	1.243	4.850	0.532
600	0.497	1.240	4.850	0.532
610	0.496	1.240	4.850	0.544
620	0.495	1.234	4.850	0.555
630	0.496	1.234	5.025	0.562
640	0.495	1.238	5.025	0.570
650	0.497	1.239	5.025	0.578
660	0.497	1.240	4.850	0.576
670	0.495	1.235	4.850	0.585
680	0.496	1.232	5.025	0.598
690	0.497	1.242	5.025	0.599
700	0.496	1.235	5.075	0.610
710	0.496	1.233	5.075	0.614
720	0.497	1.232	5.075	0.621
730	0.497	1.235	4.900	0.621
740	0.497	1.232	4.900	0.620
750	0.497	1.231	4.900	0.619
760	0.496	1.226	4.900	0.618
770	0.494	1.238	4.900	0.617
780	0.497	1.236	4.850	0.615
790	0.497	1.244	4.850	0.617
800	0.497	1.235	5.025	0.616
810	0.497	1.238	5.025	0.614
820	0.498	1.247	4.850	0.613
830	0.499	1.240	4.850	0.611
840	0.500	1.245	4.850	0.616
850	0.501	1.246	4.850	0.614
860	0.498	1.248	4.850	0.614
870	0.497	1.246	4.850	0.611
880	0.497	1.243	4.850	0.609
890	0.496	1.242	4.850	0.610
900	0.502	1.243	4.850	0.614
910	0.503	1.246	5.075	0.616
920	0.499	1.242	5.075	0.620
930	0.500	1.242	5.025	0.624
940	0.499	1.250	4.850	0.628
950	0.498	1.240	4.850	0.629
960	0.499	1.244	4.850	0.632
970	0.498	1.243	5.025	0.633
980	0.497	1.244	5.025	0.640
990	0.498	1.243	4.975	0.644
1000	0.499	1.243	4.975	0.645
1010	0.500	1.240	4.975	0.646
1020	0.499	1.246	4.975	0.648
1030	0.498	1.244	4.975	0.652
1040	0.501	1.240	5.025	0.653
1050	0.500	1.240	5.025	0.655
1060	0.500	1.237	5.025	0.653
1070	0.501	1.247	5.025	0.655
1080	0.499	1.249	5.075	0.655
1090	0.499	1.235	5.075	0.654
1100	0.497	1.234	5.075	0.655
1110	0.500	1.232	5.075	0.658
1120	0.499	1.241	5.075	0.656
1130	0.499	1.248	5.075	0.657
1140	0.503	1.264	5.075	0.658
1150	0.502	1.245	5.075	0.659
1160	0.498	1.245	5.075	0.659
1170	0.500	1.251	5.075	0.661
1180	0.501	1.239	5.075	0.666
1190	0.501	1.250	5.075	0.668
1200	0.501	1.245	5.075	0.672
1210	0.500	1.255	5.075	0.674
1220	0.503	1.246	5.075	0.672
1230	0.503	1.250	5.075	0.672
1240	0.505	1.249	5.075	0.672
1250	0.503	1.241	5.075	0.672
1260	0.500	1.242	5.075	0.674
1270	0.504	1.245	5.075	0.673
1280	0.502	1.240	5.075	0.673
1290	0.501	1.236	4.850	0.672
1300	0.502	1.239	4.850	0.671
1310	0.503	1.244	4.850	0.671
1320	0.502	1.245	5.025	0.670
1330	0.500	1.242	5.025	0.668
1340	0.499	1.242	5.025	0.674
1350	0.502	1.242	5.025	0.676
1360	0.502	1.247	5.025	0.678
1370	0.500	1.252	5.025	0.678
1380	0.502	1.245	5.025	0.682
1390	0.501	1.250	5.025	0.685
1400	0.500	1.248	5.025	0.690
1410	0.500	1.245	5.025	0.695
1420	0.502	1.241	5.025	0.699
1430	0.502	1.256	5.025	0.706
1440	0.502	1.250	5.025	0.714
1450	0.501	1.246	5.025	0.721
1460	0.501	1.247	4.875	0.725
1470	0.502	1.247	4.875	0.728
1480	0.499	1.249	4.875	0.732
1490	0.499	1.241	4.875	0.733
1500	0.499	1.243	4.875	0.734
1510	0.499	1.251	4.875	0.734
1520	0.499	1.247	4.875	0.737
1530	0.502	1.257	4.875	0.740
1540	0.499	1.246	4.875	0.743
1550	0.499	1.251	4.875	0.747
1560	0.497	1.238	4.875	0.752
1570	0.496	1.249	4.875	0.761
1580	0.495	1.238	4.875	0.771
1590	0.495	1.241	4.875	0.776
1600	0.495	1.245	4.875	0.782
1610	0.496	1.238	4.875	0.787
1620	0.494	1.244	4.875	0.796
1630	0.497	1.242	4.875	0.799
1640	0.496	1.243	4.875	0.805
1650	0.496	1.251	4.875	0.809
1660	0.496	1.246	4.875	0.812
1670	0.496	1.250	4.875	0.816
1680	0.497	1.244	4.875	0.820
1690	0.499	1.244	4.875	0.823
1700	0.496	1.249	4.875	0.830
1710	0.498	1.244	4.875	0.836
1720	0.497	1.237	4.875	0.840
1730	0.497	1.233	4.875	0.846
1740	0.495	1.235	4.875	0.851
1750	0.496	1.243	4.875	0.854
1760	0.500	1.240	4.875	0.856
1770	0.500	1.241	4.875	0.860
1780	0.498	1.246	4.875	0.866
1790	0.497	1.244	4.875	0.872
1800	0.499	1.240	4.875	0.875
1810	0.499	1.246	4.875	0.880
